Provinsi,Destinasi,Rating,Alamat,Detail,Jam Operasional,Biaya Masuk
Kalimantan Utara,Taman Selimau Bulungan,3.3,"VC3X+Q9G, Jalan Sunan Ampel, Tj. Selor Tim., Kec. Tj. Selor, Kabupaten Bulungan, Kalimantan Utara 77212","Selimau Park adalah sebuah tempat wisata baru yang ada di Tanjung Selor Bulungan Kalimantan Utara, yang memiliki kolam renang anak-anak, wisata air dengan permainan bebek-bebekan besar dan kecil hingga permainan anak-anak, diantaranya mandi bola, ayunan, kereta api, pesawat dan komedi putar. Ada pula wisata mangrove yang kanan dan kirinya berdiri beberapa patung yang dibuat seperti patung gajah, buaya, badak, beruang madu dan beberapa satwa lainnya, diantaranya adalah burung.",Setiap Hari ( 08.00 - 18.00 WITA ),Rp 15.000
Maluku Utara,Pulau Maitara Maluku,4.3,"Pulau Maitara, Maluku Utara",Pulau Maitara adalah sebuah pulau yang berada di Maluku Utara Indonesia. Pulau Maitara ini letaknya hanya 30 menit pake speed boat dari pulau Ternate. Pulau Maitara adalah pulau kecil di antara Tidore dan Ternate. Karena pulaunya yang kecil tetapi indah menjadikannya ikon untuk mata uang seribu rupiah.,Setiap Hari ( 24 Jam ) ,Rp 200.000
Maluku Utara,Pantai Sulamadaha Ternate,4.4,"Sulamadaha, Pulau Ternate, Ternate City, North Maluku","Pantai ini adalah salah satu pantai yang terkenal dengan putihnya pasir dan kejernihan airnya. Pantai ini menawarkan pemandangan keindahan bawah laut yang bisa dinikmati dengan mata telanjang. Pantai yang terletak di sekitar 15 km dari Kota Ternate.Tepatnya di Desa Sulamadaha, Kecamatan Pulau Ternate ini memiliki sebuah teluk yang airnya juga jernih dan berhadapan dengan Pulau Hiri yang Indah. Pantai Sulamadaha cocok sekali untuk kamu yang hobi menyelam dan snorkeling.",Setiap Hari ( 24 Jam ) ,Gratis
Maluku Utara,Gunung Gamalama Ternate,4.3,"Hutan Lindung, Kec. Hutan Lindung, Kota Ternate, Maluku Utara","Dengan sekian banyak mitos yang dimilikinya, tidak membuat Gunung Gamalama sepi pengunjung. Gunung Gamalama dapat ditempuh dengan berjalan kaki kurang lebih selama 30 menit dari pusat kota Ternate. Banyak keindahan alam yang bisa didapat saat kita berkunjung kesana. Dari puncak gunung, kamu bisa melihat hamparan perkebunan cengkeh dan pala di sepanjang lereng, hutan yang hijau dan luas serta keindahan pulau Ternate, pulau Halmahera, pulau Tidore dan hamparan biru laut.",Setiap Hari ( 24 Jam ) ,Gratis
Maluku Utara,Benteng Tolukko Ternate,4.4,"R97Q+G7M, North Sangaji, Kota Ternate Utara, Ternate City, North Maluku","Selain keindahan pantainya, Maluku Utara pun memiliki objek wisata sejarah, contohnya Benteng Tolukko yang terletak di Kelurahan Sangadji, Ternate Utara yang dibangun sekitar tahun 1540 oleh seorang panglima Portugis kemudian mengalami beberapa kali perbaikan hingga kini. Benteng Tolukko tegak diatas pondasi batuan beku dengan membentuk ruang bawah tanah, lorong dan halaman serta bangunan utama berbentuk persegi. Benteng ini akan membawa kita pada kenangan zaman penjajahan. Ini cocok sekali untuk kamu yang menggemari wisata sejarah.",Senin - Sabtu ( 08.00 - 17.00 WIT),Rp 5.000
Maluku Utara,Pantai Jikomalamo Ternate,4.6,"V87C+33V, Jl. Syaikh Muhammad Al-Khidhir, Sulamadaha, Kec. Pulau Ternate, Kota Ternate,","Anda punya hobi snorkeling? Pantai Jikomalamo mungkin bisa menjadi destinasi yang tepat karena belum diketahui oleh banyak orang, pantai ini merupakan salah satu spot snorkeling di ternate yang terbaik. Disini anda dapat melihat indahnya alam bawah laut, tapi anda jangan sampai merusak terumbu karang yang menjadi tempat tinggal iklan-iklan di ternate. Pantai Jikomalamo merupakan pantai yang sangat indah berpasir putih bersih dengan bentangan pasir putih kurang lebih sekitar 100 meter. Terletak di sebuah teluk tersembunyi yang berhadapan langsung dengan Pulau Hiri di seberangnya, membuat Pantai Jikomalamo ini terlihat sangat indah. Menurut cerita penduduk setempat nama Jikomalamo ini diambil dari nama kampung yang ada di Pulau Hiri.",Setiap Hari ( 24 Jam ) ,Gratis
Maluku Utara,Museum Kedaton Sultan Bacan,4.5,"R92M+6J7, Salero, Kota Ternate Utara, Ternate City, North Maluku","Bangunan peninggalan Kesultanan Ternate yang kemudian dialihfungsikan menjadi sebuah museum ini merupakan tempat wisata yang bisa anda kunjungi dengan keluarga tercinta. Letak museum ini berada di Bukit Limau, Jalan Sultan Khairun, Kelurahan Sao Sio, Kecamatan Ternate Utara, Kota Ternate, Maluku Utara. Bangunan ini berbentuk segi delapan yang menyerupai seekor singa duduk dengan dua kaki depannya menghadap ke laut. Banyak sekali koleksi yang dimiliki Museum Kedaton Sultan Ternate ini seperti koleksi benda geologi, etnografi, arkeologi, sejarah numistik, filologi, teknologi, seni rupa, dan keramik. Berbagai peninggalan Kesultanan Ternate  misanya mahkota, singgasana berwarna emas, alat-alat perang, peralatan upacara adat serta Al-Qur’an tulisan tangan. Ada satu keunikan dari mahkota peninggalan Kesultanan Ternate yang memiliki rambut yang bisa tumbuh seperti halnya rambut manusia. Untuk memotongnya, biasanya diadakan upacara ritual Istampa pada hari raya Idul Adha dan mahkota tersebut diperkirakan sudah berumur 500 tahun sejak Sultan Ternate yang pertama.",Setiap Hari(08.00-14.00),Rp20.000
Maluku Utara,Taman Nukila Ternate,4.5,"Q9PQ+XXP, Jalan Sultan Muhammad Iskandar Djabir Jl. Sultan M. Djabir Sjah, Kec. Ternate Tengah, Maluku Utara","Taman Nukila diambil dari nama seorang pejuang perempuan Ternate yang pada saat itu melawan penjajahan Portugis. Beliau adalah pejuang wanita pertama di Indonesia, hal tersebut tertulis lengkap pada prasasti yang ada di Taman Nukila. Taman ini di resmikan oleh Walikota Ternate yakni DR. H Burhan  Abdurrahman SH pada tanggal 30 November 2014. Lokasi Taman Nukila yang berada di pinggir pantai yang memiliki pohon-pohon yang rindang, sangat cocok untuk mengisi hari libur kamu. Di taman ini juga ada fasilitas tempat bermain anak-anak dan dilengkapi dengan pedestrian yang cukup lebar. Karena adanya Taman Nukila ini membuat Kota Ternate semakin asri dan sejuk.",Setiap Hari ( 24 Jam ) ,Gratis
Maluku Utara,Pulau Halmahera Maluku,4.3,"Pulau Halmahera, Maluku Utara","Pula Halmahera juga tidak kalah indah dengan pulau-pulau lain di Maluku Utara. Di ujung utara pulau ini terdapat bebatuan karang yang sangat indah dan juga terumbu karang beserta beragam biota dalam kondisi baik dapat ditemui diperairan ini. Disini pula kamu bisa menemukan pasir putih dengan dua tipe yang berbeda, kasar dan halus. Paronama alam sekitar dan airnya yang bening sangat cocok untuk bersantai, berenang maupun snokerling bersama keluarga tercinta. Selain berenang atau bersantai di tepi pantainya, berjalan menyusuri pulau juga menjadi kegiatan yang tak kalah serunya yang kerap jadi incara wisatawan. Taman Laut Tobotobo adalah tempat yang mempunyai taman laut yang sangat sempurna indahnya sehingga sangat amat disarankan untuk melakukan kegiatan snokerling maupun diving.",Setiap Hari ( 24 Jam ) ,Rp 100.000
Maluku Utara,Teluk Jailolo Maluku,4.2,"Halmahera, Maluku Utara, Kec. Jailolo, Kabupaten Halmahera Barat, Maluku Utara","Teluk Jailolo yang bergelar Mutiara di Maluku Utara tersebut berada di antara Pulau Ternate dan Pulau Halmahera atau tepatnya di Halmahera Barat. Suatu tempat diving yang patut untuk anda kunjungi, kamu akan menemukan bermacam hewan laut seperti hiu, kura-kura, gurita ikan hias, kerapi, dan masih banyak llainnya yang belum sempat kami sebutkan. Di Teluk Jailolo ini, kamu juga bisa melihat beragam jenis terumbu karang dan sejenis kerang-kerangan, ternyata sebagian dari mereka terdapat kerang langka. Selain keindahan bawah laut, keindahan daratannya tersaji pemandangan Gunung Gamalama yang terlihat cantik. Oh iya, setiap bulan Mei atau Juni, pemerintah Kabupaten Halmahera Barat selalu mengadakan Festival Jailolo yang di hadiri 100 penyelam lokal maupun luar negeri.",Setiap Hari ( 24 Jam ) ,Gratis
Maluku Utara,DanauNgade Ternate,4.5,"Ternate Selatan, Ternate City, North Maluku","Danau yang begitu mempesona eloknya ini terletak di Desa Ngade, Kelurahan Fitu, Kecamatan Kota Ternate Selatan, Maluku Utara. Danau Laguna juga sering di sebut Danau Ngade, yang disebabkan berada di Desa Ngade dan berjarak -+ 20 km dari Kota Ternate. Danau tersebut menawarkan keindahan alam yang masih alami dan mempesona bagi mereka yang berkunjung. Kamu akan dimanjakan dengan bentangan paronama danau yang disekitarnya dikelilingi bukit nan hujau, laut biru serta gunung yang eksotis. Selain untuk wisata, Danau Laguna juga dimanfaatkan warga untuk budidaya ikan berjenis air tawar dan sebagai pengairan perkebunan. Dan tak ketinggalan sebagai obyek wisata pemancingan maupun berenang bagi kamu yang menginginkannya.",Setiap Hari ( 24 Jam ) ,Rp 5.000 - Rp 10.000
Maluku Utara,Danau Tolire Ternate,4.7,"Takome, Kec. Pulau Ternate, Kota Ternate, Maluku Utara","Danau ini berada di kaki Gunung Gamalama, selain memunyai bentuk unik juga mempunyai legenda yang sangat menarik. Danau Tolire terdiri dari dua buah danau yang masyarakat biasa menyebutnya sebagai Danau Tolire Besar dan Danau Tolire Kecil, dengan jarak keduanya hanya 200 meter saja. Danau Tolire Besar sendiri menyerupai Loyang raksasa. Danau Tolire Besar merupakan tempat tinggal bagi bermacam ikan, uniknya warga setempat tak ada yang sudi menangkap ikan maupun mandi. Mereka meyakini bahwa Danau Tolire Besar dihuni oleh banyak buaya siluman. Uniknya lagi jika melempar sesuatu ke danau, bagaimanapun kuatnya lemparan tidak akan pernah bisa menyentuh air danau.",Setiap Hari ( 08.00 - 18.00 WIT ),Rp 20.000
Maluku Utara,Benteng Oranje Ternate,4.4,"Q9VP+7GV, Jl. Hasan Boesoeri, Gamalama, Kec. Ternate Tengah, Kota Ternate, Maluku Utara","Benteng Oranye tentu bewarna oranje, tapi bukan tanpa alasan kenapa benteng ini berwarna Oranye. Ini karena benteng ini dibangun oleh kolonial Belanda tahun 1607. Kala itu, benteng oranje dijadikan markas besar VOC di Maluku. Dulunya benteng oranye ini juga digunakan untuk markas tentara dan polisi Indonesia. Namun dibalik sejarahnya, benteng Oranye sangat indah saat kamu melihatnya dari udara. Benteng ini sangat cocok menjadi tempat destinasi kamu yang menyukai sejarah dan museum.","Senin - Kamis ( 07.45 - 16.30 WIT )
 Jumat ( 07.45 - 11.00 WIT )",Rp 10.000
Maluku Utara,Masjid Sultan Ternate,4.7,"Q9XP+94M, Soa Sio, Kota Ternate Utara, Ternate City, North Maluku","Bagi kamu yang muslim, Masjid ini harus masuk daftar destinasi yang akan kamu kunjungi saat di Maluku Utara. Masjid Sultan Ternate hanya berjarak 100 meter dari kedaton Sultan Ternate. Masjid yang berdiri sejak tahun 1606 ini, dibangun dengan susunan batu yang rumit yang direkatkan menggunakan campuran kulit kayu pohon kalumpang. Bangunan masjid ini khas karena terdiri dari empat sudut persegi yang meniru bentuk tumpang limas yang tiap tumpangnya dipenuhi dengan terali berukir sebanyak 360 buah sesuai dengan jumlah hari dalam satu tahun.",Setiap Hari ( 24 Jam ) ,Gratis
Maluku Utara,Tanjung Dehegila Morotai,4.2,"X7M7+22M, Juanga, Kec. Morotai Sel., Kabupaten Pulau Morotai, Maluku Utara","Tanjung Dehegila memiliki potensi ekosistem berupa terumbu karang, lamun dan mangrove. Beberapa satwa kharismatik juga ditemukan pada ekosistem tersebut, seperti pari manta, lumba-lumba dan penyu. Masyarakat sekitar kawasan konservasi juga memiliki tradisi timba laor, yaitu memanen cacing laut secara massal yang seringkali mengundang minat masyarakat dan wisatawan. Potensi itulah yang melandasi kawasan konservasi Pulau Rao – Tanjung Dehegila sebagai Taman Wisata Perairan",Setiap Hari ( 24 Jam ) ,Gratis
Maluku Utara,Villa Ake Tege Tege,4.3,"Q9R5+3H8, Marikurubu, Ternate Tengah, Ternate City, North Maluku",Villa dengan nuansa indah di tengah desa marikurubu. terdapat kafe dan berbagai fasilitas lain. pemandangan luar biasa langsung tertuju pada gelap nya malam di ternate tengah,Setiap Hari ( 24 Jam ) ,Rp 625.500
Maluku Utara,Benteng Kota Janji,3.9,"Q965+F32, Kalumata, Ternate Selatan, Ternate City, North Maluku","Benteng Kota Janji adalah sebuah benteng Portugis yang terletak di Jalan Ngade, Dusun Laguna, Desa Fitu, Kecamatan Ternate Selatan, Ternate, Provinsi Maluku Utara, letaknya berada di pinggir jalan utama menuju Kota Ternate dari arah selatan.",Setiap Hari ( 24 Jam ) ,Rp 5.000
Maluku Utara,Ternate Wonder Island,4.4,"Q96C+QRG, Kayu Merah, Kec. Ternate Sel., Kota Ternate, Maluku Utara","Hanya karena Pulau Ternate adalah rumah dari benteng-benteng bersejarah dan pantai-pantai yang indah, bukan berarti tidak ada tempat lain yang bagus untuk menikmati rekreasi keluarga. Berikut adalah contoh. Wisatawan mungkin menemukan Ternate Wonder Island di Kecamatan Ternate Selatan, yang merupakan waterboom yang direkomendasikan! Tepatnya, lokasinya berada di Desa Kayu Merah dan dianggap sebagai tempat paling populer untuk keluarga dengan anak-anak! Penduduk lokal Indonesia terus datang bersama anak-anak mereka untuk memberikan pengalaman yang menyenangkan bagi anak-anak, terutama saat akhir pekan. Terlepas dari kenyataan, orang luar dan orang asing juga terlihat di sana!",Setiap Hari ( 10.00 - 18.00 WIT ),Rp 25.000
Maluku Utara,Batu Angus Bitung,4.6,"G66W+738, Kasawari, Aertembaga, Kota Bitung, Sulawesi Utara","Batu Angus adalah sebuah wilayah yang mempunyai kontur unik bebatuan hasil lahar Gunung Gamalama. Lahar-lahar yang mengalir dari puncak Gunung di masa lampau, kini mengering dan menjadi bebatuan besar yang tersebar hingga ke tepian tebing pesisir lautan. Masyarakat menamakan wilayah ini Batu Angus karena batuan besar ini memang merupakan hasil ledakan lahar panas Gunung Gamalama. Kini batuan ini tidak lagi membahayakan, justru mendatangkan berkah bagi masyarakat lokal. Pemerintah telah berangsur-angsur memperbaiki tempat ini menjadi sebuah obyek wisata dengan konsep taman dan batu candi hasil lahar Gamalama sebagai obyek utamanya.",Setiap Hari ( 24 Jam ) ,Rp 10.000
Maluku Utara,Geopark Boki Maruru,5.0,"F4R2+X89, Sagea, Weda Utara, Central Halmahera Regency, North Maluku",Suasana dalam goa hening dan menguji andrenalin. Kalau air di Boki Maruru berasa tawar dan bening dengan kedalaman bervariasi antara 1-4 meter. Pastinya Goa Boki Maruru menawarkan sejuta keindahan. Apalagi dalam goa terdapat berbagai macam ornamen dari stalagtit dan stalagmite dengan berbagai bentuk yang unik,Setiap Hari ( 24 Jam ) ,Gratis
Maluku Utara,Pantai Kastela Ternate,4.1,"Q866+2CV, Kastela, Kec. Pulau Ternate, Kota Ternate, Maluku Utara","Pantai ini memiliki hamparan pasir berwarna putih dan terdapat juga kerikil-kerikil dengan berbagai ukuran. Pada bagian bibir pantai ini juga terdapat batu karang yang bermunculan ketika air laut surut. Ketika berada di kawasan Pantai Kastela, Anda akan disambut oleh sebuah bangunan sisa peninggalan kolonial sekitar abad ke-15. Bangunan ini bernama Benteng Kastela. Kondisinya pun memang sudah hancur. Meskipun demikian benteng ini masih memperlihatkan kemegahannya. ",Setiap Hari ( 24 Jam ) ,Rp 5.000
Maluku,Banda Maluku,4.8,"Pulau Banda, Maluku","Kepulauan Banda adalah gugusan gunung berapi dari sepuluh pulau vulkanik kecil di Laut Banda, sekitar 140 km selatan Pulau Seram dan sekitar 2.000 km timur Jawa, dan merupakan sebuah distrik administratif di dalam Kabupaten Maluku Tengah di provinsi Maluku, Indonesia. Pulau-pulau tersebut muncul dari laut sedalam 4 hingga 6 kilometer dan memiliki total luas daratan sekitar 172 kilometer persegi. Mereka memiliki populasi 18.544 pada Sensus 2010 dan 20.924 pada Sensus 2020. Sampai pertengahan abad ke-19, Kepulauan Banda merupakan satu-satunya sumber rempah-rempah pala dan fuli di dunia, yang dihasilkan dari pohon pala. Pulau-pulau ini juga merupakan tujuan populer untuk scuba diving dan snorkeling.",Setiap Hari ( 24 Jam ) ,Rp 20.000  -  Rp 410.000
Maluku,Pantai Natsepa Maluku,4.4,"Suli, Kec. Salahutu, Kabupaten Maluku Tengah, Maluku",Pantai dengan perairan yang tenang dan dangkal untuk berenang,Setiap Hari ( 24 Jam ) ,Rp 1.000 - Rp 3.500
Maluku,Pantai Pintu Kota,4.4,"65H2+QXM, Nusaniwe, Kec. Nusaniwe, Kota Ambon, Maluku",Teluk berbatu yang terkenal dengan lengkungan laut alaminya,Setiap Hari ( 06.00 - 20.00 WIT ),Rp 4.000 - Rp 9.000
Maluku,Taman Nasional Manusela,4.3,"Manusela, Seram Utara, Kabupaten Maluku Tengah, Maluku","Taman Nasional Manusela terletak di pulau Seram, di kepulauan Maluku, Indonesia. Terdiri dari tipe ekosistem hutan pantai, hutan rawa, dataran rendah dan hutan hujan pegunungan. Gunung Binaiya setinggi 3.027 meter, adalah yang tertinggi dari enam gunung taman. Seram luar biasa karena tingkat endemisme burung lokal yang tinggi. Taman ini juga mencakup lanskap karst yang penting. Di Gunung Hatu Saka, dekat pantai Saleman-Sawai, itu adalah Goa Hatusaka, saat ini gua terdalam di seluruh Indonesia. ",Senin - Jumat ( 08.00 - 16.30 WIT),Rp 5.000
Maluku,Gunung Binaiya Maluku,4.4,"Kanikeh, Kec. Seram Utara, Kabupaten Maluku Tengah, Maluku","Gunung Binaiya adalah titik tertinggi di pulau Seram Indonesia dan gunung tertinggi di provinsi Maluku. Dengan ketinggian 3.027 meter, ini adalah salah satu dari seratus puncak yang paling menonjol secara topografi di Bumi. Gunung Binaiya atau Binaya terletak di Taman Nasional Manusela dengan keanekaragaman hayati endemik seperti kasuari, kuskus, friarbird seram, nuri raja Maluku, nuri Ternate, nuri tengkuk ungu / nuri blackhead, kakatua seram, kingfisher, honeybird seram besar, dan kelelawar seram.",Setiap Hari ( 24 Jam ) ,Rp 25.000
Maluku,Kepulauan Tanimbar Maluku,4.2,"Tutukembong, Kec. Nirunmas, Kab. Kepulauan Tanimbar, Maluku","Kepulauan Tanimbar, juga disebut Timur Laut, adalah sekelompok sekitar 65 pulau di provinsi Maluku, Indonesia. Pulau terbesar dan paling tengah adalah Yamdena; lainnya termasuk Selaru di barat daya Yamdena, Larat dan Fordata di timur laut, Maru dan Molu di utara, serta Seira, Wuliaru, Selu, Wotap, dan Makasar di barat. Frasa bahasa Indonesia timur laut berarti ""timur laut"" atau ""timur laut"". Kepulauan Tanimbar dikelola sebagai Kabupaten Kepulauan Tanimbar, sebuah kabupaten di Maluku. Kabupaten ini memiliki luas wilayah 10.102,92 km persegi, dan berpenduduk 105.341 jiwa pada Sensus 2010, meningkat menjadi 123.572 pada Sensus 2020. Kota utama dan pusat administrasi terletak di Saumlaki. ",Setiap Hari ( 24 Jam ) ,Gratis
Maluku,Lubang Buaya Morella,4.6,"Morela, Kec. Leihitu, Kabupaten Maluku Tengah, Maluku 97581","Lubang Buaya atau oleh warga Morella menyebutnya Pantai Namanalu, merupakan salah satu tempat wisata yang terkenal di Maluku. Lokasi pantai ini bisa dibilang unik dan sangat ekstrem karena didukung dengan banyak sekali karang dan bebatuan, serta laut dalam yang sering berubah warna dari biru ke hijau atau hijau menjadi biru. Perubahan warna tergantung pada waktu dan sinar matahari. ",Setiap Hari ( 24 Jam ) ,Rp 2.000
Maluku,Benteng Belgia Maluku,4.6,"FVFX+GHV, Nusantara, Kec. Banda, Kabupaten Maluku Tengah, Maluku","Benteng Belgica adalah benteng abad ke-17 di Banda Neira, Kepulauan Banda, Kepulauan Maluku, Indonesia; secara administratif di Kabupaten Maluku Tengah, Maluku. Benteng ini berfungsi sebagai sistem perbentengan untuk pulau Banda di mana selama periode itu, satu-satunya tempat di dunia di mana pala diproduksi.",Senin - Jumat ( 08.00 - 17.00 WIT ),Rp 20.000
Maluku,Benteng Amsterdam Maluku,4.4,"C38M+V72, Kaitetu, Kec. Leihitu, Kabupaten Maluku Tengah, Maluku","Fort Amsterdam adalah sebuah benteng dan benteng pertahanan di kota Hila, Kecamatan Leihitu, Kabupaten Maluku Tengah, Pulau Ambon, Indonesia. Blockhouse dibangun pada tahun 1637 oleh Perusahaan Hindia Belanda. ",Setiap Hari ( 06.00 - 18.00 WIT ),Rp 20.000
Maluku,Benteng Nassau Maluku,4.3,"FVCX+J3Q, Nusantara, Kec. Banda, Kabupaten Maluku Tengah, Maluku","Benteng Nassau adalah benteng Belanda pertama yang dibangun di Pulau Banda, pulau utama Kepulauan Banda, bagian dari Maluku di Indonesia, selesai pada tahun 1609. Tujuannya adalah untuk mengontrol perdagangan pala, yang pada waktu itu hanya tumbuh di Banda pulau. Portugis sebelumnya telah berusaha untuk membangun benteng di lokasi ini pada tahun 1529, tetapi setelah membangun fondasi, mereka meninggalkan pekerjaan itu karena permusuhan dari orang-orang Banda. Pada tanggal 25 April 1609, komandan armada Belanda, Laksamana Verhoeven, mengirim 750 tentara ke darat untuk memulai benteng mereka, memilih pangkalan Portugis sebagai lokasi. Pasukan Banda, yang terancam benteng baru dan kekuatan kehadiran Belanda, serta menentang rencana Belanda untuk memonopoli industri pala Banda menyerang Belanda, menewaskan Laksamana Verhoeven dan 40 anak buahnya. Belanda mempercepat penyelesaian benteng, dan berfungsi sebagai pangkalan administrasi dan militer utama mereka di Banda, kemudian dilengkapi dengan benteng-benteng lain di Banda Besar, Benteng Hollandia dan Concordia, dan Benteng Ai, Benteng Balas Dendam. Benteng Nassau adalah struktur segi empat besar berkubu empat, terletak di saluran antara Banda dan Kepulauan Banda Besar. ",Setiap Hari ( 24 Jam ) ,Gratis
Maluku,Istana Mini Maluku,4.3,"FWC2+96Q Dwiwarna Village, Dwi Warna, Kec. Banda, Kabupaten Maluku Tengah, Maluku","Istana Mini merupakan salah satu bangunan di tua Kabupaten Kepulauan Yapen yang berjarak sekitar 500 meter di sebelah utara Benteng Belgica. Selain itu, bangunan tersebut juga berdekatan letaknya dengan Pantai Tita Baru. Istana Mini merupakan salah satu bangunan di tua Kabupaten Kepulauan Yapen yang berjarak sekitar 500 meter di sebelah utara Benteng Belgica. Selain itu, bangunan tersebut juga berdekatan letaknya dengan Pantai Tita Baru.
Istana Mini dikelilingi oleh pagar tembok berukuran 85 meter x 90 meter. Secara garis besar Istana Mini dibagi menjadi dua, yaitu bangunan induk dan bangunan sayap..",Setiap Hari ( 08.00 - 15.00 WIT ),Gratis
Maluku,Benteng New Victoria,4.1,"Benteng New Victoria, Jl. Slamet Riyadi No.1, Uritetu, Kec. Sirimau, Kota Ambon, Maluku 97000","Benteng Victoria merupakan tempat bersejarah yang terletak tepat di pusat kota Ambon. Benteng tertua di Ambon ini dibangun oleh Portugis pada tahun 1575, yang selanjutnya diambil alih oleh Belanda. Belanda kemudian menjadikan benteng  ini sebagai pusat pemerintahan untuk mengeruk harta kekayaan masyarakat pribumi, berupa rempah-rempah yang melimpah di bumi Maluku.",Setiap Hari ( 24 Jam ) ,Rp 20.000
Maluku,Benteng Duurstede Maluku,4.1,"Saparua, Central Maluku Regency, Maluku","Fort Duurstede adalah benteng kolonial Belanda abad ke-17 di Saparua, Indonesia Benteng ini awalnya melindungi desa Saparoea. Sebuah panduan navigasi dari tahun 1878 menyarankan: ""Ada jangkar yang baik di dekat benteng ini pada musim barat sekitar 12 depa."" Benteng ini terbuka untuk umum dan telah banyak dipugar.",Setiap Hari ( 06.00 - 18.00 WIT ),Rp 20.000
Maluku,Air Asinahu Maluku,4.9,"25RJ+5HW, Sawai, Kec. Seram Utara, Kabupaten Maluku Tengah, Maluku","Air Asinahu Sawai ini memang sangat unik. Sungai ini lokasinya berbatasan langsung dengan rumah warga Desa Sawai. Berbeda dengan kondisi di bantaran sungai yang ada di Jakarta ataupun kota-kota besar lain, sungai Air Asinahu ini jauh dari kata kumuh. Terlebih lagi, pada bagian tepi sungai telah dipasangi ubin keramik untuk mempercantik penampilannya. Sekilas, tempat ini pun mempunyai penampilan yang mirip dengan suasana di Venezia Itali.",Setiap Hari ( 24 Jam ) ,Gratis
Maluku,Batu Layar Maluku,4.3,"7W8F+37G, Bar.,, Larike, Kec. Leihitu Bar., Kabupaten Maluku Tengah, Maluku",Batu Layar adalah sebuah tempat wisata yang berupa batu karang besar yang tersusun tepat di tepi jalan raya. Masyarakat menyebutnya Batu Layar karena bentuk batu karang ini yang menyerupai layar kapal dan posisinya yang memang di tepian laut teluk Ambon. Batu Layar sangatlah terkenal bagi warga Ambon karena bentuknya yang unik dan posisinya yang menjadi landmark bagi desa Larike.,Setiap Hari ( 24 Jam ) ,Gratis
Maluku,Air Panas Tulehu,4.3,"C845+QFJ, Unnamed Rd., Salahutu, Tulehu, Lariel, Kabupaten Maluku Tengah, Maluku","Air Panas Tulehu sangat berkhasiat, karena beberapa pengunjung yang rutin datang ke tempat itu mengatakan sembuh dari beberapa penyakit. Selain dapat menyembuhkan penyakit, Anda pasti akan merasa segar dan pulih dari kepenatan setelah mandi di Air Panas Tulehu. Hasilnya, kesegaran tubuh dapat dirasakan karena setelah mandi, tubuh terasa ringan, namun tubuh agak berkeringat dan hal itu merupakan akibat dari stabilnya kembali peredaran darah yang berpengaruh hingga ke pori-pori tubuh.",Setiap Hari ( 24 Jam ) ,Rp 5.000
Maluku,Batu Kapal Lilibooi,4.4,"724J+QV9, Jl. Propinsi, Liliboi, Kec. Leihitu Bar., Kabupaten Maluku Tengah, Maluku","Batu Kapal Liliboi atau yang dikenal juga dengan Batu Lubang Liliboi berada di pantai yang berbatu dan tidak memiliki hamparan pasir putih. Keunikannya adalah batu karang ini berbentuk menyerupai lambung kapal dan mempunyai lubang kecil. Lubang ini merupakan salah satu akses untuk dapat masuk ke bagian dalam Batu Kapal. Lubang ini berukuran lebar sekitar 3 meter persegi. Pantai Batu Kapal memiliki tebing-tebing yang tinggi sekitar 30 meter dpl, memiliki air yang sangat bening dengan dasar yang berbatu, dan di sepanjang pesisir  pantai dipenuhi dengan kerikil-kerikil. ",Setiap Hari ( 07.00 - 18.00 WIT ),Rp 3.000 - Rp 5.000
Maluku,Patung Martha Christina Tiahahu,4.6,"856R+XWW, Rumah Tiga, Teluk Ambon, Kota Ambon, Maluku",Patung yang menjadi simbolis perjuangan wanita di Maluku ini merupakan salah satu spot terbaik melihat pemandangan kota Ambon. Di sekitarnya terdapat berbagai macam gedung tinggi dan suasana kota yang ramai. Tidak heran jika banyak anak muda yang menjadikan area sekitar Patung Christina Martha Tiahahu sebagai tempat bersantai.,Setiap Hari ( 24 Jam ) ,Rp 5.000
Maluku,Gunung Siwang Maluku,4.5,"Urimesing, Kec. Nusaniwe, Kota Ambon, Maluku","Siwang Paradise merupakan lokasi wisata yang pertama kali dibangun di Dusun Siwang. Lokasi wisata ini awalnya mulai dikerjakan pada bulan November 2019 dan baru viral di media sosial sekitar bulan Februari 2020. Sempat ditutup beberapa waktu lamanya saat PSBB pertama di Kota Ambon, kini lokasi wisata Siwang Paradise telah dibuka kembali. Kedudukan lokasi wisata ini jauh lebih tinggi dari lokasi wisata lainnya di Dusun Siwang. Jadi, kalian harus mendaki cukup jauh dari area parkiran menuju lokasi wisata Siwang Paradise. Nah, ibarat ‘sekali merengkuh dayung, dua tiga pulau terlampaui’ dengan berwisata ke gunung, kalian bisa merasakan banyak manfaat bagi tubuh, pikiran, dan hati. Hati jadi ikutan adem, loh!",Setiap Hari ( 24 Jam ) ,Rp 8.000
Maluku,Kolam Pemandian Evu,4.2,"6P53+VGM, Evu, Kei Kecil, Sotheast Maluku Regency, Maluku","Pemandian Alam Evu Berlokasi di desa EVU kabupaten Maluku Tenggara 40 menit dari kota Langgur, dapat di tempuh dengan menggunakan kendaraan roda dua ataupun roda empat. ",Setiap Hari ( 06.00 - 18.00 WIT ),Rp 20.000
